Age_media,Age_mediana,Age_desvio,Age_minimo,Age_máximo,Years_of_Experience_media,Years_of_Experience_mediana,Years_of_Experience_desvio,Years_of_Experience_minimo,Years_of_Experience_máximo,Hours_Worked_Per_Week_media,Hours_Worked_Per_Week_mediana,Hours_Worked_Per_Week_desvio,Hours_Worked_Per_Week_minimo,Hours_Worked_Per_Week_máximo,Number_of_Virtual_Meetings_media,Number_of_Virtual_Meetings_mediana,Number_of_Virtual_Meetings_desvio,Number_of_Virtual_Meetings_minimo,Number_of_Virtual_Meetings_máximo
40.995,41,11.296021203016743,22,60,17.8102,18,10.020412051983607,1,35,39.6146,40,11.860193914094996,20,60,7.559,8,4.636120978096312,0,15
